Fecha,Técnico,Condición,Situación,Resultado1,Resultado2,Club,Torneo,Estadio,Árbitro,Huracán,Rival,FotoB,Incidencias,Fin1T,Fin2T,Fin1E,Fin2E
30/11/1975,Delem,local,victoria,2,1,Gimnasia y Esgrima (Mendoza),16° fecha del Campeonato Nacional 1975,Bautista Gargantini (Mendoza),Rodríguez,"Agustín Cejas; Nelson Chabay, Jorge Paolino, Atilio Herrera y Andrés Verón; Miguel Brindisi, Francisco Russo y Osvaldo Ardiles; René Houseman, Jorge Sanabria (57 Carlos Leone) y Miguel Candedo.","Reggi; Mesa, Vergara, Vicino y Haack; Gutiérrez, Velázquez y Martín Rico (89 Galeassi); Palavecino, Letanú y Genolet (65 Salguero).",foto,27 GOL René Houseman (HUR)</br>41 GOL Palavecino (GEM) -penal-</br>89 GOL Salguero (GEM),45,90,0,0
02/12/1975,Delem,visitante,victoria,2,1,San Martín (Mendoza),Amistoso 1975,San Martín (Mendoza),R. Zanni,"Agustín Cejas; Nelson Chabay, Jorge Paolino, Atilio Herrera y Andrés Verón; Miguel Brindisi, Francisco Russo y Osvaldo Ardiles; Miguel Candedo, Roque Avallay y Jorge Sanabria.","Tamagnone; Barahona, Pereyra, Cattáneo y Dubroszczyk; Astrada, Civitillo y Márquez; Elvira, Millicay y González.",foto,GOL Jorge Sanabria (HUR)</br>GOL Miguel Candedo (HUR)</br>GOL Márquez (SMM),45,90,0,0
04/12/1975,Delem,visitante,derrota,1,2,Desamparados (San Juan),Amistoso 1975,Desamparados (San Juan),desconocido,"Miguel Leyes; Nelson Chabay (Eduardo Sánchez), Jorge Paolino, Atilio Herrera y Andrés Verón; Miguel Brindisi, Francisco Russo y Osvaldo Ardiles; Miguel Candedo, Roque Avallay (Carlos Leone) y Jorge Sanabria.","Schatenoffer; Atadori, Lizzi, Monteverde e Ismael Vega; Quiroga, Rivarola y Fernández; Massud (Sosa), Vicente Vega y Martarello (Ulrich).",foto,GOL Fernández (DES)</br>GOL Ulrich (DES)</br>GOL Jorge Sanabria (HUR),45,90,0,0
16/01/1976,Juárez,visitante,victoria,4,0,Excursionistas (Tandil),Amistoso 1976,Tandil,desconocido,Huracán,Rival,foto,GOL René Houseman (HUR)</br>GOL René Houseman (HUR)</br>GOL Miguel Brindisi (HUR)</br>GOL Eresuma (HUR) -en contra-,45,90,0,0
20/01/1976,Juárez,neutral,victoria,3,2,Olimpia (Paraguay),Amistoso 1976,Gral. San Martín (Mar del Plata),Veiró,"Agustín Cejas; Miguel Flores, Jorge Paolino, Alberto Fanesi y Emilio Kohli; Miguel Brindisi, Carlos Leone y Omar Larrosa; René Houseman, Osvaldo Ardiles y Jorge Sanabria.","Ever Almeida; Alberto Giúdice, Flaminio Sosa, Alcides Sosa y Tito Correa; Lorenzo Espinoza, Luis Torres y Hugo Talavera; Barrientos, Julio Díaz y Osvaldo Aquino.",foto,26 GOL Hugo Talavera (OLI)</br>44 GOL Miguel Brindisi (HUR)</br>63 GOL Osvaldo Aquino (OLI)</br>72 GOL Miguel Brindisi (HUR) -penal-</br>89 GOL Miguel Brindisi (HUR),45,90,0,0
25/01/1976,Juárez,neutral,derrota,2,3,Estudiantes (La Plata),Clasificación 1975 Pre-Libertadores,El Cilindro,Maino,"Agustín Cejas; Aldo Espinoza, Víctor Longo, Jorge Paolino y Andrés Verón; Miguel Brindisi, Carlos Leone (65 Rubén Ríos) y Osvaldo Ardiles; René Houseman, Jorge Sanabria y José Scalise (65 Miguel Candedo).","Pezzano; Pagnanini, Rodríguez, Tagliani y Frassoldatti; Reguera, Pachamé y López; Galletti, Benito (23 Milano) y Juan R Verón (76 Miguel Russo).",foto,20 EXP López (ELP)</br>35 GOL Miguel Brindisi (HUR)</br>57 GOL Frassoldatti (ELP)</br>64 GOL Milano (ELP)</br>81 GOL Galetti (ELP)</br>85 EXP Francisco Russo (HUR)</br>90 GOL Jorge Sanabria (HUR),45,90,0,0
01/02/1976,Juárez,visitante,empate,1,1,Olimpia (Paraguay),Amistoso 1976,Defensores del Chaco (Asunción),desconocido,"Miguel Laino (Héctor Cabaleiro); Miguel Flores, Víctor Longo, Alberto Fanesi y Andrés Verón; Miguel Brindisi, Carlos Leone (Rubén Ríos) y Omar Larrosa; René Houseman (Oscar Avilés), Osvaldo Ardiles (Atilio Herrera) y Miguel Candedo (José Scalise).","José Benítez; Alberto Giúdice, Alcides Sosa, Flaminio Sosa y León; Luis Torres, Lorenzo Espinoza y Hugo Talavera; Barrientos, Julio Díaz (M Verón) y Osvaldo Aquino.",foto,6 GOL Julio Díaz (OLI)</br>76 GOL Miguel Brindisi (HUR)</br>84 EXP Omar Larrosa (HUR)</br>89 EXP Atilio Herrera (OLI),45,90,0,0
02/02/1976,Juárez,visiante,-,-,-,Sarmiento (Chaco),Amistoso 1976,Resistencia,desconocido,Huracán,Rival,foto,sin datos,45,90,0,0
07/02/1976,Juárez,visitante,derrota,0,0,Peñarol (Uruguay),Copa de los Colosos 1976 (amistoso),Centenario (Montevideo),Darrosa,"Miguel Laino; Alberto Fanesi, Víctor Longo, Miguel Brindisi y Aldo Espinoza; Osvaldo Ardiles, Rubén Ríos y Miguel Candedo; Jorge Sanabria, Omar Larrosa y José Scalise.","Walter Corbo; Pablo Forlán, Walter Olivera, Uruguay Piriz y Gustavo Faral; Lorenzo Unánue, Nelson Acosta y Juan R Silva; Laddy Pizzani, Carlos Yaguno y Norberto Galilea.",foto,25 EXP Miguel Brindisi (HUR)</br>25 EXP José Scalise (HUR)</br>26 EXP Alberto Fanesi (HUR)</br>26 EXP Osvaldo Ardiles (HUR)</br>26 EXP Omar Larrosa (HUR)</br>29 EXP Jorge Sanabria (HUR)</br>29 Huracán pierde por inferioridad numérica,45,90,0,0
08/02/1976,Juárez,visitante,empate,3,3,Quilmes,Amistoso 1976,Quilmes,Loureiro,"Miguel Laino (Héctor Cabaleiro); Aldo Espinoza, Víctor Longo, Alberto Fanesi y Norberto Giuliano; Rubén Ríos, Miguel Brindisi y Omar Larrosa; Jorge Sanabria, Osvaldo Ardiles (Loyola) y José Scalise (Miguel Candedo).","Palacios; Lupo, Togneri, Medina y Milozzi; Rando, Mainonis y Manceda; Ponce, González (Apariente) y Gómes.",foto,22 GOL Milozzi (QAC) -penal-</br>27 GOL Miguel Brindisi (HUR) -penal-</br>35 GOL Jorge Sanabria (HUR)</br>40 GOL Gómes (QAC)</br>55 GOL Manceda (QAC)</br>73 GOL Jorge Sanabria (HUR),45,90,0,0
15/02/1976,Juárez,local,derrota,1,2,Independiente,1° fecha del Campeonato Metropolitano 1976,Tomás A. Ducó,Busca,"Héctor Baley; Miguel Flores (67 Emilio Kohli), Víctor Longo, Alberto Fanesi y Andrés Verón; Miguel Brindisi, Carlos Leone y Omar Larrosa (89 Miguel Candedo); Jorge Sanabria, Osvaldo Ardiles y Augusto Sánchez.","Carlos Gay; Lencina, Semenewicz, Trossero y Pavoni; Palomba, Galván y Ricardo Bochini; Lorenzo (51 Saggioratto), Astegiano y Daniel Bertoni.",foto,32 GOL Omar Larrosa (HUR)</br>61 GOL Trossero (IND)</br>68 GOL Miguel Brindisi (HUR)</br>70 EXP Galván (IND),45,90,0,0
18/02/1976,Juárez,visitante,victoria,2,1,All Boys,2° fecha del Campeonato Metropolitano 1976,All Boys,Jorge Romero,"Héctor Baley; Emilio Kohli, Víctor Longo, Alberto Fanesi y Andrés Verón; Miguel Brindisi, Carlos Leone y Omar Larrosa; Jorge Sanabria (46 Miguel Candedo), Osvaldo Ardiles y Augusto Sánchez (80 Rubén Ríos).","Spilinga; Pintos, Insaurralde, Dragonetti y Pérez; José Romero (6 Del Valle), Raimondo y Mecca; Zilli, Alfredo Obberti (64 Zezinho) y Valdivia.",foto,55 Miguel Candedo (HUR)</br>68 Miguel Brindisi (HUR)</br>83 Mecca (ALL),45,90,0,0
22/02/1976,Juárez,local,victoria,2,1,Boca Juniors,3° fecha del Campeonato Metropolitano 1976,Tomás A. Ducó,Maino,"Héctor Baley; Aldo Espinoza, Víctor Longo, Alberto Fanesi y Andrés Verón; Rubén Ríos (69 Martín Rico), Carlos Leone y Omar Larrosa; Miguel Candedo, Osvaldo Ardiles (88 Atilio Herrera) y Augusto Sánchez.","Hugo Gatti; Pernía, Sá (4 Tesare), Gutiérrez y Ovide; Benítez (66 Álves), Suñé y García Cambón; Mastrángelo, H Sánchez y Felman.",foto,23 GOL Augusto Sánchez (HUR)</br>85 GOL Augusto Sánchez (HUR)</br>88 GOL Alves (BJU)</br>65 EXP Tesare (BJU),45,90,0,0
01/03/1976,Juárez,local,victoria,3,1,San Lorenzo de Almagro,4° fecha (interzonal) del Campeonato Metropolitano 1976,Tomás A. Ducó,Barreiro,"Héctor Baley; Aldo Espinoza, Víctor Longo, Alberto Fanesi y Andrés Verón; Rubén Ríos (46 Martín Rico), Carlos Leone y Omar Larrosa (86 Miguel Candedo); René Houseman, Osvaldo Ardiles y Augusto Sánchez.","Ricardo Lavolpe; Ruiz, Navarro, Maletti y Uzín (72 Sautu); Gauna, Olguín y Mendoza; Scotta, Rizzi (73 Villarreal) y Oscar Ortiz.",foto,4 Omar Larrosa (HUR)</br>37 Osvaldo Ardiles (HUR)</br>55 Scotta (SLA)</br>90 Miguel Candedo (HUR),45,90,0,0
07/03/1976,Juárez,visitante,victoria,2,1,Rosario Central,5° fecha del Campeonato Metropolitano 1976,Arroyito (Rosario),Ithurralde,"Héctor Baley; Aldo Espinoza, Víctor Longo, Alberto Fanesi y Andrés Verón; Miguel Brindisi, Carlos Leone y Omar Larrosa; René Houseman, Osvaldo Ardiles y Augusto Sánchez.","Ferrero; González, Pascuttini, Romero y Burgos; García, Mancinelli y Potente; Agonil, Mario Kempes y Peña.",foto,6 GOL Mario Kempes (RCE)</br>65 GOL Augusto Sánchez (HUR)</br>83 GOL Carlos Leone (HUR)</br>45 Partido suspendido -continuó el 10/03/1976 en dos tiempos de 22 y 23 m-,45,90,0,0
14/03/1976,Juárez,local,empate,1,1,Estudiantes (La Plata),6° fecha del Campeonato Metropolitano 1976,Tomás A. Ducó,Pestarino,"Héctor Baley; Aldo Espinoza (49 Emilio Kohli), Víctor Longo, Alberto Fanesi y Andrés Verón; Miguel Brindisi, Carlos Leone y Omar Larrosa; Miguel Candedo, Martín Rico y Augusto Sánchez.","Pezzano; Pagnanini, Rodríguez, Tagliani y Frassoldatti; Reguera, Pachamé y Santecchia; Milano, Cabezas y Benito.",foto,53 GOL Pachamé (ELP) -penal-</br>54 GOL Carlos Leone (HUR),45,90,0,0
17/03/1976,Juárez,visitante,victoria,1,0,Colón (Santa Fe),7° fecha del Campeonato Metropolitano 1976,Cementerio de Elefantes (Santa Fe),Maino,"Héctor Baley; Abelardo Cheves, Víctor Longo, Alberto Fanesi y Andrés Verón; Miguel Brindisi, Carlos Leone y Omar Larrosa; Miguel Candedo (84 Atilio Herrera), Oscar Avilés (56 Luis Cabrera) y Augusto Sánchez.","Luraschi; Aráos, Di Plácido, Mariano y Fernández; Mazo (46 Borgna), Álvarez y Villarruel; López, José Saldaño y Aricó.",foto,78 GOL Augusto Sánchez (HUR),45,90,0,0
21/03/1976,Juárez,local,victoria,5,1,Ferro C. Oeste,8° fecha del Campeonato Metropolitano 1976,Tomás A. Ducó,Abel Gnecco,"Héctor Baley; Abelardo Cheves, Víctor Longo (71 Atilio Herrera), Alberto Fanesi y Andrés Verón; Miguel Brindisi (74 Oscar Avilés), Carlos Leone y Omar Larrosa; Miguel Candedo, Martín Rico y Augusto Sánchez.","Hernandorena; Franco, Iéllamo, Domínguez y De Filippo; C Arregui, Eiras y H Arregui; Torres (74 Oca), Vidal y Gutiérrez.",foto,24 GOL Martín Rico (HUR)</br>35 GOL Carlos Leone (HUR)</br>43 GOL Miguel Brindisi (HUR)</br>54 GOL Miguel Brindisi (HUR)</br>69 GOL Martín Rico (HUR)</br>90 GOL Vidal (FCO),45,90,0,0
28/03/1976,Juárez,visitante,victoria,1,0,San Telmo,9° fecha del Campeonato Metropolitano 1976,Tomás A. Ducó,Romero,"Héctor Baley; Aldo Espinoza, Víctor Longo, Alberto Fanesi y Abelardo Cheves; Miguel Brindisi, Carlos Leone y Omar Larrosa (80 Rubén Ríos); Miguel Candedo, Martín Rico y Augusto Sánchez (80 Luis Cabrera).","Wenner; Pintos, Minutti, Saravi y Sarmiento; Camejo, Rilo y Cloquell; Espósito (86 Villar), Lichene y Pisapia.",foto,68 GOL Miguel Brindisi (HUR),45,90,0,0
02/04/1976,Juárez,local,empate,1,1,Banfield,10° fecha del Campeonato Metropolitano 1976,Tomás A. Ducó,Feola,"Héctor Baley; Aldo Espinoza, Víctor Longo, Alberto Fanesi y Andrés Verón; Miguel Brindisi, Carlos Leone y Omar Larrosa (65 Luis Cabrera); Miguel Candedo, Martín Rico y Augusto Sánchez.","Baglioni; Roig, Sacconi, Sotelo y Volk; Pitarch, Lo Gatto y Ricardo Ferlich; Cerqueiro, Gómez y González.",foto,38 GOL González (BAN)</br>66 GOL Alberto Fanesi (HUR),45,90,0,0
11/04/1976,Juárez,visitante,victoria,2,0,Atlanta,11° fecha del Campeonato Metropolitano 1976,Villa Crespo,Parenti,"Héctor Baley; Jorge Carrascosa, Víctor Longo, Alberto Fanesi y Andrés Verón; Osvaldo Ardiles, Carlos Leone y Omar Larrosa; René Houseman, Martín Rico (79 Miguel Candedo) y Augusto Sánchez.","Reggi; Córdoba, Oviedo, García y Rossi; Casares, Carballo y Franceschini (54 Soria); Cibeyra, Ponce (54 Ramos) y Ceballos.",foto,28 GOL Augusto Sánchez (HUR)</br>51 GOL Carlos Leone (HUR) -penal-,45,90,0,0
15/04/1976,Juárez,visitante,empate,2,2,Independiente,12° fecha del Campeonato Metropolitano 1976,Doble Visera,Abel Gnecco,"Héctor Baley; Abelardo Cheves, Víctor Longo, Alberto Fanesi y Jorge Carrascosa; Osvaldo Ardiles, Carlos Leone y Omar Larrosa; René Houseman, Martín Rico y Augusto Sánchez.","Quiroga; Soria, Villaverde (46 Lencina), Trossero y Pavoni; Rojas, Semenewicz y Ricardo Bochini; Brítez (61 Rodríguez), Astegiano y Daniel Bertoni.",foto,37 GOL Daniel Bertoni (IND)</br>54 GOL Omar Larrosa (HUR)</br>61 GOL Carlos Leone (HUR) -penal-</br>90 GOL Rojas (IND),45,90,0,0
18/04/1976,Juárez,local,victoria,5,0,All Boys,13° fecha del Campeonato Metropolitano 1976,Tomás A. Ducó,Pestarino,"Héctor Baley; Abelardo Cheves, Víctor Longo (71 Atilio Herrera), Alberto Fanesi y Jorge Carrascosa; Osvaldo Ardiles, Carlos Leone (75 Oscar Giantomasi) y Omar Larrosa; René Houseman, Martín Rico y Augusto Sánchez.","Spilinga; Pintos, Insaurralde, Dragonetti y Montero; Bongiovanni (61 Krabler), Raimondo y Pérez; Zilli, Valdivia (75 Mamberto) y Zezinho.",foto,10 GOL René Houseman (HUR)</br>14 GOL René Houseman (HUR)</br>53 GOL Carlos Leone (HUR) -penal-</br>64 GOL Carlos Leone (HUR) -penal-</br>79 GOL René Houseman (HUR),45,90,0,0
25/04/1976,Juárez,visitante,empate,0,0,Boca Juniors,14° fecha del Campeonato Metropolitano 1976,La Bombonera,Busca,"Héctor Baley; Abelardo Cheves, Víctor Longo, Alberto Fanesi (64 Atilio Herrera) y Jorge Carrascosa; Miguel Brindisi, Carlos Leone y Omar Larrosa; René Houseman, Osvaldo Ardiles y Augusto Sánchez (63 Martín Rico).","Biasutto; Tarantini (51 Alonso), Tesare, Mouzo y Ovide; Benítez, Marcelo Trobbiani y Ribolzi; Felman, García Cambón (63 Favret) y Taverna.",foto,1° Tiempo: Boca 0x0 Huracán,45,90,0,0
02/05/1976,Juárez,visitante,victoria,3,1,San Lorenzo de Almagro,15° fecha (interzonal) del Campeonato Metropolitano 1976,Gasómetro,Maino,"Héctor Baley; Abelardo Cheves, Víctor Longo, Alberto Fanesi y Jorge Carrascosa; Miguel Brindisi, Carlos Leone y Omar Larrosa; René Houseman (67 Martín Rico), Osvaldo Ardiles y Augusto Sánchez (87 Luis Cabrera).","Irusta (11 Ricardo Lavolpe); Ruiz, Olguín, Maletti y Sergio Villar; Chazarreta, Gauna y Sanz; Scotta (87 Ayala), Mendoza y Rizzi.",foto,29 GOL Augusto Sánchez (HUR)</br>54 GOL Omar Larrosa (HUR)</br>66 GOL René Houseman (HUR)</br>81 GOL Rizzi (SLA),45,90,0,0
07/05/1976,Juárez,local,empate,1,1,Rosario Central,16° fecha del Campeonato Metropolitano 1976,Tomás A. Ducó,Barreiro,"Héctor Baley; Abelardo Cheves, Víctor Longo, Alberto Fanesi y Jorge Carrascosa; Miguel Brindisi, Rubén Ríos y Omar Larrosa; René Houseman, Osvaldo Ardiles y Augusto Sánchez (57 Martín Rico).","Zelada; Van Tuyne (59 González), Craiyacich, Killer y García; Zavagno, Carlos Aimar y Potente; Lamberti, Agonil y Mario Kempes.",foto,47 GOL Miguel Brindisi (HUR) -penal-</br>90 GOL Lamberti (RCE),45,90,0,0
16/05/1976,Juárez,visitante,empate,0,0,Estudiantes (La Plata),17° fecha del Campeonato Metropolitano 1976,Hirschi (La Plata),Parenti,"Edgardo Jurkevicius; Abelardo Cheves, Víctor Longo, Alberto Fanesi y Andrés Verón; Miguel Brindisi (67 Rubén Ríos), Carlos Leone y Omar Larrosa; Miguel Candedo (54 Luis Cabrera), Martín Rico y Jorge Sanabria.","Pezzano; Pagnanini, Rodríguez, Brown (63 Benito) y Frassoldatti; Reguera, Pachamé y Hernández; Santecchia, Cabezas (62 López) y Milano.",foto,47 EXP Reguera (ELP)</br>47 EXP Jorge Sanabria (HUR)</br>71 EXP Andrés Verón (HUR)</br>72 EXP Martín Rico (HUR)</br>87 EXP Carlos Pachamé (ELP),45,90,0,0
23/05/1976,Juárez,local,victoria,4,3,Colón (Santa Fe),18° fecha del Campeonato Metropolitano 1976,Tomás A. Ducó,Busca,"Héctor Baley; Abelardo Cheves, Víctor Longo, Alberto Fanesi y Jorge Carrascosa; Daniel Cano (62 Rubén Ríos), Carlos Leone y Omar Larrosa; René Houseman, Osvaldo Ardiles y Augusto Sánchez.","Costantino; Leroyer, Di Plácido, Mariano y Fernández; Mazo, Zimmermann (83 Bon) y Álvarez; López, Villarruel (56 Imán) y Aricó.",foto,24 Omar Larrosa (HUR)</br>31 Augusto Sánchez (HUR)</br>80 Leroyer (COL)</br>82 Augusto Sánchez (HUR)</br>86 Imán (COL)</br>88 Carlos Leone (HUR) -penal-,45,90,0,0
25/05/1976,Juárez,visitante,victoria,2,1,Ferro C. Oeste,19° fecha del Campeonato Metropolitano 1976,Caballito,Barreiro,"Héctor Baley; Abelardo Cheves, Víctor Longo, Alberto Fanesi y Jorge Carrascosa; Osvaldo Ardiles, Carlos Leone y Omar Larrosa; René Houseman (61 Miguel Candedo), Martín Rico (68 Rubén Ríos) y Augusto Sánchez.","Néstor Hernandorena; Roberto Franco, Domingo Iéllamo, Juan D Rocchia y Horacio De Filippo; Norberto Eiras, Rodolfo Domínguez y Carlos Arregui; Osvaldo Gutiérrez (71 Claudio Crocco), Jorge Parisi (53 Miguel Gutiérrez) y Oscar Garré.",foto,53 Carlos Leone (HUR) -penal-</br>65 Arregui (FCO)</br>85 Carlos Leone (HUR),45,90,0,0
30/05/1976,Juárez,local,victoria,2,1,San Telmo,20° fecha del Campeonato Metropolitano 1976,Tomás A. Ducó,Busca,"Héctor Baley; Abelardo Cheves, Víctor Longo, Alberto Fanesi y Jorge Carrascosa; Daniel Cano (46 Martín Rico), Carlos Leone y Omar Larrosa; René Houseman, Osvaldo Ardiles y Augusto Sánchez.","Wenner; Sarmiento, Minutti, Sandoval y Regueira; Camejo, Rilo y Carbognani (58 Cloquell); Pisapia, Patti (33 Montone) y Coronel.",foto,4 GOL Camejo (STE)</br>26 EXP Minutti (STE)</br>57 EXP Coronel (STE)</br>79 EXP Camejo (STE)</br>80 EXP Sarmiento (STE)</br>83 GOL Augusto Sánchez (HUR)</br>83 EXP Cloquell (STE)</br>88 EXP Wenner (STE) -ataja Pisapia-</br>90 GOL Martín Rico (HUR),45,90,0,0
02/06/1976,Juárez,visitante,empate,3,3,Banfield,21° fecha del Campeonato Metropolitano 1976,Florencio Sola,Coerezza,"Edgardo Jurkevicius; Abelardo Cheves, Víctor Longo, Alberto Fanesi y Andrés Verón; Daniel Cano (69 Miguel Candedo), Carlos Leone y Omar Larrosa; Luis Cabrera (82 José Cristaldo), Martín Rico y Augusto Sánchez.","Baglioni; Roig, D'Angelo, Sotelo y Volk; Schroh, Lo Gatto y Corvo; Cerqueiro, Brizzola y González.",foto,5 GOL Schroh (BAN)</br>17 GOL Cerqueiro (BAN)</br>25 GOL Daniel Cano (HUR)</br>44 GOL Omar Larrosa (HUR)</br>55 GOL Cerqueiro (BAN) -penal-</br>87 GOL José Cristaldo (HUR),45,90,0,0
06/06/1976,Juárez,local,victoria,3,1,Atlanta,22° fecha del Campeonato Metropolitano 1976,Tomás A. Ducó,Feola,"Edgardo Jurkevicius; Abelardo Cheves, Víctor Longo, Alberto Fanesi y Andrés Verón; Daniel Cano, Carlos Leone y Omar Larrosa; Jorge Sanabria, Martín Rico (84 Candedo) y Augusto Sánchez.","Reggi; Córdoba, Abdala, Casares y Elizeche; Soria, Carballo y Contreras; Ramos, Roque Avallay y Fossa (46 Vázquez).",foto,2 GOL Augusto Sánchez (HUR)</br>28 GOL Contreras (ATL)</br>37 GOL Omar Larrosa (HUR)</br>75 GOL Jorge Sanabria (HUR),45,90,0,0
13/06/1976,Juárez,neutral,victoria,3,1,Gimnasia y Esgrima (La Plata),1° fecha (Fase Final) del Campeonato Metropolitano 1976,Gasómetro,Ottone,"Héctor Baley; Abelardo Cheves, Víctor Longo, Alberto Fanesi (71 Daniel Cano) y Jorge Carrascosa; Miguel Brindisi, Carlos Leone y Omar Larrosa; René Houseman, Osvaldo Ardiles y Augusto Sánchez (25 Aldo Espinoza).","Carlos Buticce; Juan C Ferreyra, Miguel Nicolau, Miguel Mulet y Antonio Rosl; Hugo Pedraza, Hugo Echauri (55 Alfredo Franco) y Alberto Beltrán; Miguel Torres (9 Avelino Verón), Edgardo Di Meola y Jorge Forgués.",foto,7 EXP Miguel Nicolau (GLP)</br>23 EXP Víctor Longo (HUR)</br>49 GOL Miguel Brindisi (HUR)</br>59 GOL Miguel Brindisi (HUR) -penal-</br>50 GOL Osvaldo Ardiles (HUR)</br>74 GOL Edgardo Di Meola (GLP),45,90,0,0
20/06/1976,Juárez,neutral,empate,1,1,Estudiantes (La Plata),2° fecha (Fase Final) del Campeonato Metropolitano 1976,El Bosque (La Plata),Sukutián,"Héctor Baley; Abelardo Cheves, Aldo Espinoza, Norberto Giuliano y Jorge Carrascosa; Miguel Brindisi, Carlos Leone y Omar Larrosa; Jorge Sanabria (89 Daniel Cano), Osvaldo Ardiles y Augusto Sánchez (71 Luis Cabrera).","Oscar Pezzano; Rubén Pagnanini, Rodríguez, Tagliani y Franco Frassoldatti; Miguel Reguera, Carlos Pachamé y Patricio Hernández (74 Rocca); López (31 Del Curto), Cabezas y Héctor Milano.",foto,18 GOL Patricio Hernández (ELP)</br>29 EXP Miguel Reguera (ELP)</br>88 GOL Franco Frassoldatti (HUR) -en contra-,45,90,0,0
27/06/1976,Juárez,neutral,derrota,1,3,Rosario Central,3° fecha (Fase Final) del Campeonato Metropolitano 1976,Parque Independencia (Rosario),Feola,"Héctor Baley; Abelardo Cheves, Aldo Espinoza, Alberto Fanesi (28 Andrés Verón) y Jorge Carrascosa; Miguel Brindisi, Carlos Leone y Omar Larrosa; René Houseman, Osvaldo Ardiles (74 Martín Rico) y Augusto Sánchez.","Héctor Zelada; José González, Craiyacich, Daniel Killer y Jorge García; Hugo Zavagno, Carlos Aimar y Víctor Mancinelli; Lamberti, Oscar Agonil (46 Rubén Pérez) y Cáceres (61 Carlos Vidal).",foto,47 Daniel Killer (RCE)</br>67 Carlos Vidal (RCE)</br>68 EXP Carlos Leone (HUR)</br>76 Rubén Pérez (RCE)</br>81 Miguel Brindisi (HUR),45,90,0,0
04/07/1976,Juárez,neutral,victoria,1,0,Independiente,4° fecha (Fase Final) del Campeonato Metropolitano 1976,La Bombonera,Maino,"Héctor Baley; Abelardo Cheves, Aldo Espinoza, Alberto Fanesi y Jorge Carrascosa; Miguel Brindisi, Rubén Ríos y Omar Larrosa; René Houseman, Osvaldo Ardiles (77 Daniel Cano) y Augusto Sánchez (86 Jorge Sanabria).","Esteban Pogany; Soria, Hugo Villaverde, Enzo Trossero y Bértole; Aldo Rodríguez (79 Magallanes), Galván y Saggioratto (63 Víctor Palomba); Arroyo, Daniel Astegiano y Daniel Bertoni.",foto,61 GOL Rubén Ríos (HUR),45,90,0,0
