Fecha,Técnico,Condición,Situación,Resultado1,Resultado2,Club,Torneo,Estadio,Árbitro,Huracán,Rival,Foto,Incidencias,Fin1T,Fin2T,Fin1E,Fin2E
12/08/1934,De los Santos,local,victoria,3,1,Estudiantes (La Plata),20° fecha del Campeonato 1934,La Quema,Consolatto Nai Foino,Huracán,rival,foto,sin datos,45,90,0,0
19/08/1934,De los Santos,visitante,derrota,1,3,Platense,21° fecha del Campeonato 1934,Saavedra,Alberto Neme,Huracán,rival,foto,sin datos,45,90,0,0
26/08/1934,De los Santos,local,derrota,1,3,Racing Club,22° fecha del Campeonato 1934,La Quema,Domingo Solari,Huracán,rival,foto,sin datos,45,90,0,0
02/09/1934,De los Santos,visitante,empate,1,1,Ferro C. Oeste,23° fecha del Campeonato 1934,Caballito,José Galli,Huracán,rival,foto,sin datos,45,90,0,0
09/09/1934,De los Santos,local,victoria,2,1,River Plate,24° fecha del Campeonato 1934,La Quema,Celestino Destaillats,Huracán,rival,foto,sin datos,45,90,0,0
16/09/1934,De los Santos,visitante,empate,0,0,Atlanta Argentinos,25° fecha del Campeonato 1934,Chacarita Juniors,Eduardo Forte,Huracán,rival,foto,sin datos,45,90,0,0
23/09/1934,De los Santos,visitante,empate,2,2,Vélez Sarsfield,26° fecha del Campeonato 1934,El Fortín,Domingo Solari,Huracán,rival,foto,sin datos,45,90,0,0
30/09/1934,De los Santos,visitante,empate,1,1,Ferro C. Oeste,27° fecha del Campeonato 1934,Boca Juniors,Domingo Solari,Huracán,rival,foto,sin datos,45,90,0,0
07/10/1934,De los Santos,local,victoria,3,0,Talleres Lanús,28° fecha del Campeonato 1934,La Quema,José Galli,Huracán,rival,foto,sin datos,45,90,0,0
21/10/1934,De los Santos,visitante,derrota,1,2,River Plate,29° fecha del Campeonato 1934,River Plate,Lorenzo Martínez,Huracán,rival,foto,sin datos,45,90,0,0
28/10/1934,De los Santos,local,victoria,3,1,Racing Club,30° fecha del Campeonato 1934,La Quema,Celestino Destaillats,Huracán,rival,foto,sin datos,45,90,0,0
01/11/1934,De los Santos,visitante,victoria,2,1,Chacarita Juniors,31° fecha del Campeonato 1934,Chacarita Juniors,Bartolomé Macías,Huracán,rival,foto,sin datos,45,90,0,0
04/11/1934,De los Santos,local,victoria,2,1,San Lorenzo de Almagro,32° fecha del Campeonato 1934,Chacarita Juniors,Celestino Destaillats,Huracán,rival,foto,sin datos,45,90,0,0
11/11/1934,De los Santos,visitante,victoria,2,1,Platense,33° fecha del Campeonato 1934,Saavedra,Miguel Urretavizcaya,Huracán,rival,foto,sin datos,45,90,0,0
18/11/1934,De los Santos,local,victoria,2,1,Gimnasia y Esgrima (La Plata),34° fecha del Campeonato 1934,Boca Juniors,Alberto Neme,Huracán,rival,foto,sin datos,45,90,0,0
25/11/1934,De los Santos,local,victoria,2,0,Argentinos Juniors,25° fecha del Campeonato 1934,La Quema,Bartolomé Macías,Huracán,rival,foto,sin datos,45,90,0,0
02/12/1934,De los Santos,visitante,derrota,1,2,Independiente,36° fecha del Campeonato 1934,River Plate,Alberto Neme,Huracán,rival,foto,sin datos,45,90,0,0
09/12/1934,De los Santos,local,victoria,7,2,Vélez Sarsfield,37° fecha del Campeonato 1934,La Quema,Eduardo Forte,Huracán,rival,foto,sin datos,45,90,0,0
16/12/1934,De los Santos,visitante,derrota,0,2,Estudiantes (La Plata),38° fecha del Campeonato 1934,Uno (La Plata),Celestino Destaillats,Huracán,rival,foto,sin datos,45,90,0,0
23/12/1934,De los Santos,local,victoria,5,2,Boca Juniors,39° fecha del Campeonato 1934,La Quema,Bartolomé Macías,Huracán,rival,foto,sin datos,45,90,0,0
17/03/1935,De los Santos,local,victoria,6,0,Lanús,1° fecha del Campeonato 1935,La Quema,árbitro,Huracán,rival,foto,sin datos,45,90,0,0
24/03/1935,De los Santos,visitante,empate,3,3,Quilmes,2° fecha del Campeonato 1935,Quilmes,árbitro,Huracán,rival,foto,sin datos,45,90,0,0
07/04/1935,De los Santos,visitante,victoria,5,1,Ferro C. Oeste,3° fecha del Campeonato 1935,Caballito,árbitro,Huracán,rival,foto,sin datos,45,90,0,0
14/04/1935,De los Santos,local,empate,1,1,Talleres,4° fecha del Campeonato 1935,La Quema,árbitro,Huracán,rival,foto,sin datos,45,90,0,0
21/04/1935,De los Santos,visitante,derrota,0,1,Platense,5° fecha del Campeonato 1935,Saavedra,árbitro,Huracán,rival,foto,sin datos,45,90,0,0
28/04/1935,De los Santos,local,empate,1,1,Estudiantes (La Plata),6° fecha del Campeonato 1935,La Quema,árbitro,Huracán,rival,foto,sin datos,45,90,0,0
05/05/1935,De los Santos,visitante,victoria,,0,Tigre,7° fecha del Campeonato 1935,River Plate,árbitro,Huracán,rival,foto,sin datos,45,90,0,0
12/05/1935,De los Santos,local,victoria,2,1,Chacarita Juniors,8° fecha del Campeonato 1935,La Quema,árbitro,Huracán,rival,foto,sin datos,45,90,0,0
19/05/1935,De los Santos,visitante,derrota,0,3,Boca Juniors,9° fecha del Campeonato 1935,Boca Juniors,árbitro,Huracán,rival,foto,sin datos,45,90,0,0
